ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45781773,976121.5,1325,TOYOTA,Camry,2019,Sedan,No,Petrol,2.5,22400 km,6,Tiptronic,Front,4-May,Left wheel,Brown,10
45806632,123628.5,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,200200 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45644424,149690.5,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4,Automatic,Front,4-May,Left wheel,White,12
45766579,182226.5,1077,CADILLAC,CTS,2019,Sedan,Yes,Petrol,2,21659 km,4,Automatic,4x4,4-May,Left wheel,Black,12
45772116,39051.5,1935,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,4.6,254805 km,8,Automatic,4x4,4-May,Left wheel,White,12
45732631,515637.5,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,509454 km,4,Automatic,Front,4-May,Left wheel,Orange,4
45322410,2043335.5,765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,45000 km,6,Automatic,Rear,4-May,Left wheel,Grey,6
45748880,871998,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,72678 km,4,Tiptronic,Front,4-May,Left wheel,Grey,6
45803082,2345289.5,1079,HYUNDAI,Santa FE,2018,Jeep,Yes,Diesel,2,61640 km,4,Automatic,Front,4-May,Left wheel,Blue,4
45812039,741854,-,TOYOTA,Camry,2009,Sedan,Yes,Hybrid,2.4,300000 km,4,Manual,Front,4-May,Left wheel,Beige,0
45648195,11703,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,93816 km,4,Automatic,Front,4-May,Left wheel,Black,0
45193146,1587790,1051,HYUNDAI,Santa FE,2016,Jeep,No,Petrol,2.4,113771 km,4,Automatic,4x4,4-May,Left wheel,Orange,7
45763712,1867.5,-,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,100000 km,4,Variator,Front,4-May,Left wheel,White,8
44106073,429483.5,-,TOYOTA,Vitz,2010,Hatchback,No,Petrol,1,95000 km,3,Variator,Front,4-May,Right-hand drive,Green,2
45808501,16268,640,FORD,Escape,2013,Jeep,Yes,Petrol,2,69813 km,4,Automatic,Front,4-May,Left wheel,Green,12
45732368,1993992,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,121098 km,4,Automatic,Front,4-May,Left wheel,White,4
45753475,520576,-,MITSUBISHI,Lancer,2007,Sedan,No,Petrol,2,249600 km,4,Tiptronic,Front,4-May,Left wheel,Grey,6
45790621,416494,-,MERCEDES-BENZ,E 220,2000,Sedan,No,Petrol,2.4,19000 km,6,Tiptronic,Rear,4-May,Left wheel,Blue,4
36557799,962966,-,MERCEDES-BENZ,Sprinter,2007,Microbus,No,Diesel,2.2 Turbo,296000 km,4,Manual,Rear,4-May,Left wheel,Black,2
45793296,904534,764,CHEVROLET,Orlando,2015,Jeep,Yes,Petrol,2,28633 km,4,Automatic,Front,4-May,Left wheel,Black,4
45797597,838673.5,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,108900 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45814860,292824,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,47301 km,4,Automatic,Front,4-May,Left wheel,Red,12
45769271,35773,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8,Automatic,4x4,4-May,Left wheel,White,0
45733142,520576,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,732232 km,4,Automatic,Front,4-May,Left wheel,Orange,4
45642330,227752,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798 km,4,Automatic,Front,4-May,Left wheel,White,12
45772734,19505,924,HONDA,Hr-v,2017,Jeep,Yes,Petrol,1.8,0 km,4,Automatic,4x4,4-May,Left wheel,Blue,12
45796751,650761.5,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,92605 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45803687,707741,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,171340 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45771832,16268,697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,154045 km,4,Automatic,Front,4-May,Left wheel,White,12
45776068,429483.5,702,KIA,RIO,2009,Sedan,No,Petrol,1.4,147600 km,4,Manual,Front,4-May,Left wheel,Silver,4
45804455,1669296,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,62232 km,4,Automatic,Front,4-May,Left wheel,Black,4
45755066,954500,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,90000 km,4,Automatic,Front,4-May,Left wheel,White,12
45794544,1158306.5,-,TOYOTA,RAV 4,2008,Jeep,Yes,Diesel,2.2 Turbo,210000 km,4,Manual,4x4,4-May,Left wheel,Silver,8
45743174,676782,-,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,140000 km,4,Automatic,Front,4-May,Left wheel,Grey,2
45788777,253772.5,-,NISSAN,Skyline,2001,Sedan,No,CNG,2.5,165000 km,6,Tiptronic,Rear,4-May,Right-hand drive,Silver,2
45805574,312370.5,-,MITSUBISHI,Airtrek,2001,Jeep,Yes,CNG,2,111111 km,4,Tiptronic,Front,4-May,Left wheel,Silver,4
45785371,429483.5,658,HONDA,Insight,2009,Hatchback,No,Hybrid,1.3,278400 km,4,Variator,Front,4-May,Left wheel,Black,6
45816277,845977.5,585,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,98000 km,4,Variator,Front,4-May,Left wheel,Grey,12
45788798,130144,-,NISSAN,Skyline,2003,Sedan,Yes,Petrol,3,500 km,6,Tiptronic,Rear,4-May,Right-hand drive,Black,6
45707621,1080245,781,TOYOTA,Camry LE,2012,Sedan,No,Hybrid,2.5,78400 km,4,Automatic,Front,4-May,Left wheel,Grey,12
44993292,174300,-,BMW,525,2002,Sedan,Yes,Petrol,2.5,11111 km,4,Automatic,Rear,4-May,Left wheel,Silver,6
45813890,1067214,1935,LEXUS,LS 460,2016,Sedan,Yes,Petrol,4.6,45845 km,8,Automatic,Rear,4-May,Left wheel,Brown,12
45766264,383958,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221 km,6,Automatic,Rear,4-May,Left wheel,Black,12
45803050,1772755.5,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,113697 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45797057,1319575.5,639,HYUNDAI,Genesis,2014,Coupe,Yes,Petrol,2,148915 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45803274,416494,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,417661 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45793624,298302,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,67558 km,4,Automatic,Front,4-May,Left wheel,Black,4
45786813,365200,-,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.3,131000 km,4,Automatic,Front,4-May,Right-hand drive,Silver,2
45786533,598679,586,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,113600 km,4,Automatic,Front,4-May,Left wheel,White,6
45786991,169195.5,-,BMW,520,1995,Sedan,No,Petrol,2,1111111 km,6,Manual,Rear,4-May,Left wheel,Black,2
45619019,6515.5,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,377379 km,6,Automatic,4x4,4-May,Left wheel,Silver,12
45810224,719859,753,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,130000 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45571500,3320,-,FORD,Fusion,2017,Sedan,No,Hybrid,2,40000 km,4,Automatic,Front,4-May,Left wheel,Black,10
45769112,13031,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,158870 km,4,Automatic,Rear,4-May,Left wheel,White,12
45770069,1327502,-,BMW,530,2011,Sedan,Yes,Petrol,3,81000 km,4,Tiptronic,Rear,4-May,Left wheel,Silver,12
44077249,518750,1974,HONDA,FIT,2019,Hatchback,No,Petrol,1.3,6000 km,4,Automatic,Front,4-May,Right-hand drive,Black,2
45781928,2798179,-,TOYOTA,Fortuner,2017,Jeep,No,Petrol,2.7,20000 km,4,Tiptronic,4x4,4-May,Left wheel,White,8
45720276,650761.5,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Petrol,3.5 Turbo,140800 km,6,Automatic,4x4,4-May,Left wheel,Black,0
45795846,5208250,1604,MERCEDES-BENZ,S 550,2014,Sedan,Yes,Petrol,5.5,42500 km,8,Tiptronic,Front,4-May,Left wheel,Silver,12
45609089,201731.5,-,OPEL,Astra g,2000,Goods wagon,No,Petrol,1.6,280000 km,4,Manual,Front,>5,Left wheel,Silver,2
45757388,32536,1024,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,178330 km,4,Automatic,Front,4-May,Left wheel,Black,12
45370037,1245,-,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.5,77000 km,7,Tiptronic,Front,4-May,Left wheel,White,12
45813710,214762.5,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,492642 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45653687,39051.5,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8,Automatic,4x4,4-May,Left wheel,Black,0
45101783,2602963,917,LAND ROVER,Discovery,2013,Jeep,Yes,Diesel,3.0 Turbo,135000 km,6,Tiptronic,4x4,4-May,Left wheel,Blue,12
45816609,1301481.5,-,LEXUS,CT 200h F SPORT,2012,Hatchback,Yes,Hybrid,1.8,157000 km,4,Tiptronic,Front,4-May,Left wheel,Black,10
45781968,260288,-,MERCEDES-BENZ,200,1996,Sedan,No,CNG,2,233000 km,4,Manual,Rear,4-May,Left wheel,Green,6
45809814,1056424,595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,45650 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45777260,429483.5,-,SUZUKI,Grand Vitara,2000,Jeep,No,Petrol,2.5,182000 km,6,Automatic,4x4,4-May,Left wheel,Black,2
45416629,286308.5,-,HONDA,Civic,2002,Hatchback,No,Petrol,1.5,157000 km,4,Variator,Front,4-May,Right-hand drive,Carnelian red,4
45784158,1496697.5,-,CHEVROLET,Camaro,2011,Jeep,Yes,Petrol,3.6,84800 km,6,Tiptronic,Rear,2-Mar,Left wheel,Red,8
45797603,657650.5,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,58788 km,4,Automatic,Front,4-May,Left wheel,Black,4
45804268,1025423.5,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,107374 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45804917,1007080.5,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,132976 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45765665,149690.5,629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,103358 km,4,Automatic,4x4,4-May,Left wheel,Blue,0
45647877,195216,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,401128 km,6,Automatic,4x4,4-May,Left wheel,Grey,0
45808178,305855,-,FORD,Maverick,1995,Jeep,No,CNG,2.4,239000 km,4,Manual,4x4,4-May,Left wheel,Carnelian red,2
45766534,689771.5,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379 km,6,Automatic,4x4,4-May,Left wheel,Silver,12
45337631,1366553.5,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,32000 km,4,Tiptronic,Front,4-May,Left wheel,Black,10
45804386,830207.5,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,193926 km,4,Automatic,Front,4-May,Left wheel,Black,4
45813194,624699.5,503,TOYOTA,Prius C,2012,Sedan,Yes,Hybrid,1.5,128000 km,4,Automatic,Front,4-May,Left wheel,Red,8
45758715,455504,-,MERCEDES-BENZ,C 180,1999,Sedan,No,Petrol,1.8,214500 km,4,Manual,Rear,4-May,Left wheel,Black,4
45792233,299339.5,-,RENAULT,Laguna,2003,Hatchback,Yes,Diesel,1.9 Turbo,70000 km,4,Manual,Front,4-May,Left wheel,Silver,4
45731037,2747175.5,1327,HYUNDAI,H1,2018,Universal,Yes,LPG,2.5,20930 km,4,Automatic,Front,4-May,Left wheel,Yellow,4
45695613,676782,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,118582 km,4,Tiptronic,Front,4-May,Left wheel,White,12
45775770,325360,-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,175000 km,4,Variator,Front,4-May,Right-hand drive,Silver,0
45687064,3839372.5,-,AUDI,Allroad,2015,Universal,Yes,Diesel,3.0 Turbo,92000 km,6,Tiptronic,4x4,4-May,Left wheel,Grey,8
45773572,16268,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124184 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45804595,2553121.5,880,HYUNDAI,Tucson,2018,Jeep,Yes,Petrol,1.6,14661 km,4,Automatic,Front,4-May,Left wheel,Blue,4
45730367,1735156.5,639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,97700 km,4,Automatic,Front,4-May,Left wheel,Brown,4
45797476,485716,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,114540 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45730607,1172001.5,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,80856 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45815274,19505,919,MERCEDES-BENZ,C 300,2012,Sedan,Yes,Petrol,3,116722 km,6,Automatic,4x4,4-May,Left wheel,Silver,12
45795502,520576,-,HONDA,FIT,2010,Hatchback,No,Petrol,1.3,0 km,4,Variator,Front,4-May,Right-hand drive,Black,4
44922521,514102,586,HYUNDAI,Elantra Limited,2012,Sedan,Yes,Petrol,1.8,87646 km,4,Automatic,Front,4-May,Left wheel,Silver,8
45813435,19505,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,96093 km,4,Automatic,Front,4-May,Left wheel,Red,12
45788013,153550,-,VOLKSWAGEN,Jetta,2000,Sedan,No,Petrol,2,206586 km,6,Manual,Front,4-May,Left wheel,Green,2
45804170,1098712.5,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,151186 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45732380,801323.5,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,185987 km,4,Automatic,Front,4-May,Left wheel,White,4
45788298,286308.5,-,BMW,225,2000,Sedan,Yes,Petrol,2.5,199866 km,6,Manual,Rear,4-May,Left wheel,Black,8
45810228,839835.5,753,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,146367 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45792292,358311,640,KIA,Optima,2013,Sedan,Yes,Petrol,2,47232 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45700903,1015173,1017,HYUNDAI,Elantra,2017,Sedan,No,Petrol,2,60000 km,4,Tiptronic,Front,4-May,Left wheel,White,8
45816568,39051.5,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,101526 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45809295,578759,501,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,138000 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45768262,208247,645,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,489584 km,4,Automatic,Front,4-May,Left wheel,Grey,12
44804630,455504,-,FORD,S-max,2007,Universal,Yes,Diesel,2.0 Turbo,216000 km,4,Manual,Front,4-May,Left wheel,Blue,8
45388275,390432,-,BMW,525 i,2003,Sedan,Yes,Petrol,2.5,190000 km,6,Tiptronic,Rear,4-May,Left wheel,Grey,6
45795857,611710,-,MERCEDES-BENZ,E 500,2003,Sedan,Yes,Petrol,5,0 km,8,Tiptronic,Rear,4-May,Left wheel,Black,12
44775903,1561769.5,-,TOYOTA,Camry SE,2016,Sedan,Yes,Petrol,2.5,15000 km,4,Tiptronic,Front,4-May,Left wheel,Silver,12
45813844,162680,779,FORD,Fusion,2013,Sedan,Yes,Petrol,2.5,90672 km,4,Automatic,Front,4-May,Left wheel,White,12
45786794,481566,475,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4 Turbo,165000 km,4,Tiptronic,Front,4-May,Left wheel,Silver,10
45771461,2264572,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8,Automatic,4x4,4-May,Left wheel,Black,0
45797671,830207.5,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,132421 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45757925,87855.5,640,AUDI,A4,2013,Sedan,Yes,Petrol,2,174941 km,4,Automatic,4x4,4-May,Left wheel,Black,12
45809123,247298.5,1781,JAGUAR,F-type,2015,Cabriolet,Yes,Petrol,5,57381 km,8,Automatic,Rear,4-May,Left wheel,Black,12
45656454,338391,1750,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629 km,6,Automatic,4x4,4-May,Left wheel,Silver,12
45767212,520576,645,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,152000 km,4,Automatic,Front,4-May,Left wheel,Silver,8
45805596,780781,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,88265 km,4,Automatic,Front,4-May,Left wheel,White,10
45767930,1067214,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,10400 km,4,Automatic,Front,4-May,Left wheel,Grey,8
45814466,1041193.5,1598,MERCEDES-BENZ,GL 320 bluetec,2008,Jeep,Yes,Diesel,3,171928 km,6,Automatic,4x4,4-May,Left wheel,Golden,12
45816279,396947.5,1578,BMW,X5,2015,Jeep,Yes,Petrol,4.4,144126 km,8,Automatic,4x4,4-May,Left wheel,White,12
45727606,830207.5,707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,199569 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45771283,35773,761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,421546 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45806616,1041193.5,1292,AUDI,100,2016,Jeep,Yes,Petrol,3,70782 km,6,Automatic,4x4,4-May,Left wheel,Black,12
42495069,1952243,-,NISSAN,Quest 2016,2016,Minivan,No,Petrol,3.5 Turbo,38400 km,6,Automatic,Front,4-May,Left wheel,Black,6
45349751,767874.5,-,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,181000 km,4,Automatic,Front,4-May,Left wheel,White,3
45792991,214762.5,790,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,149692 km,4,Automatic,Front,4-May,Left wheel,White,4
45812655,16268,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,77434 km,4,Automatic,Front,4-May,Left wheel,White,12
45793508,344906.5,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,63558 km,4,Automatic,Front,4-May,Left wheel,White,4
45809894,2490000,784,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,20147 km,4,Automatic,Front,4-May,Left wheel,Black,4
45647771,1444656.5,919,BMW,X5,2012,Jeep,Yes,Diesel,3,70994 km,6,Automatic,4x4,4-May,Left wheel,Black,0
45781402,520576,574,HONDA,Insight,2010,Sedan,No,Hybrid,1.3,173000 km,4,Automatic,Front,4-May,Left wheel,Black,8
45815268,22783.5,1018,MERCEDES-BENZ,C 300,2011,Sedan,Yes,Petrol,3,155058 km,6,Automatic,Rear,4-May,Left wheel,White,12
43042015,585689.5,-,OPEL,Astra H,2009,Goods wagon,No,Diesel,1.9 Turbo,160000 km,6,Tiptronic,Front,4-May,Left wheel,Silver,6
45802407,644246,919,HYUNDAI,Grandeur,2012,Sedan,Yes,Petrol,3,137235 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45790350,950101,-,KIA,Optima,2014,Sedan,No,Hybrid,2.4,81000 km,4,Tiptronic,Front,4-May,Left wheel,Black,8
45656630,16268,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,267165 km,4,Automatic,Front,4-May,Left wheel,White,12
45762534,26020.5,640,SUZUKI,SX4,2013,Sedan,Yes,Petrol,2,153590 km,4,Automatic,Front,4-May,Left wheel,Blue,12
45799574,1093234.5,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,157802 km,4,Automatic,Front,4-May,Left wheel,Black,10
45732169,1800851,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,129388 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45645722,780905.5,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4,Automatic,Front,4-May,Left wheel,White,12
45813662,1132286,779,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,109000 km,4,Automatic,Front,4-May,Left wheel,Silver,10
45730036,1074393.5,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,102000 km,4,Automatic,Front,4-May,Left wheel,White,4
45798286,714920.5,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,49068 km,4,Automatic,Front,4-May,Left wheel,White,4
45786814,937070,777,TOYOTA,Camry LE,2014,Sedan,Yes,Petrol,2.5,133000 km,4,Tiptronic,Front,4-May,Left wheel,Black,10
45802966,1071115,642,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,179421 km,4,Automatic,Front,4-May,Left wheel,White,4
45651222,780905.5,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4,Automatic,Front,4-May,Left wheel,White,12
45813455,22783.5,1018,BMW,X5,2011,Jeep,Yes,Petrol,3,125480 km,6,Automatic,4x4,4-May,Left wheel,White,12
45812772,130144,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,127549 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45238206,12450,-,MERCEDES-BENZ,CLS 55 AMG,2009,Sedan,Yes,Petrol,5.5,123000 km,8,Tiptronic,4x4,4-May,Left wheel,White,8
45648594,6515.5,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,145227 km,6,Automatic,4x4,4-May,Left wheel,Grey,12
45730566,1637507,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,72924 km,4,Automatic,Front,4-May,Left wheel,Blue,4
45815348,136659.5,1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,71939 km,6,Automatic,4x4,4-May,Left wheel,Black,12
45656431,26020.5,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,256966 km,4,Automatic,Front,4-May,Left wheel,Blue,12
44529736,780905.5,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,130000 km,4,Automatic,Front,4-May,Left wheel,Blue,12
45658812,16268,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038 km,6,Automatic,4x4,4-May,Left wheel,White,12
45806860,52041,891,LEXUS,RC F,2016,Coupe,Yes,Petrol,2,49222 km,4,Automatic,Rear,2-Mar,Left wheel,Black,12
45730486,1021937.5,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,167333 km,4,Automatic,Front,4-May,Left wheel,Black,4
45656508,1444656.5,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6,Automatic,Front,4-May,Left wheel,Grey,12
45812699,6515.5,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,78837 km,4,Automatic,Front,4-May,Left wheel,Silver,12
45802602,1643524.5,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,120000 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45785785,845977.5,-,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,272000 km,4,Automatic,Front,4-May,Left wheel,White,6
45808665,494555.5,-,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.5,222000 km,4,Automatic,Front,4-May,Left wheel,Blue,10
45772396,11703,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8,Automatic,4x4,4-May,Left wheel,Black,0
45813593,352750,-,MERCEDES-BENZ,E 240,2001,Sedan,Yes,Petrol,2.4,0 km,6,Tiptronic,Rear,4-May,Right-hand drive,Golden,6
45789865,1887129.5,1058,TOYOTA,Highlander,2012,Jeep,No,Hybrid,3.5,68200 km,6,Automatic,4x4,4-May,Left wheel,White,10
45797080,1358876,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,107483 km,4,Automatic,Front,4-May,Left wheel,Silver,4
45793288,273692.5,790,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,38413 km,4,Automatic,Front,4-May,Left wheel,Black,4
45815839,2589932,-,MERCEDES-BENZ,CLS 550,2012,Sedan,Yes,Petrol,4.7 Turbo,134000 km,8,Tiptronic,Rear,4-May,Left wheel,Black,8
45730740,658439,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,121263 km,4,Automatic,Front,4-May,Left wheel,Black,4
45758702,1561769.5,-,BMW,X3,2012,Jeep,Yes,Petrol,3,147000 km,6,Tiptronic,4x4,4-May,Left wheel,Grey,10
45782022,507586.5,-,MERCEDES-BENZ,ML 350,2003,Jeep,Yes,CNG,3.7,321600 km,6,Tiptronic,4x4,>5,Left wheel,Black,0
45293586,1366553.5,-,BMW,X5 X-Drive,2007,Jeep,Yes,Petrol,4.8,248000 km,8,Tiptronic,4x4,4-May,Left wheel,Black,0
45815389,58556.5,1172,LEXUS,RX 350,2011,Jeep,Yes,Petrol,3.5,124003 km,6,Automatic,4x4,4-May,Left wheel,Red,12
45730074,1942573.5,971,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,102066 km,4,Automatic,Front,4-May,Left wheel,Black,4
45804531,3407025.5,1036,JEEP,Wrangler,2015,Jeep,Yes,Diesel,2.8,64329 km,4,Automatic,Front,4-May,Left wheel,Yellow,4
44051546,585689.5,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,115000 km,4,Automatic,Front,4-May,Right-hand drive,White,4
45774599,618225.5,530,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6,188800 km,4,Automatic,Front,4-May,Left wheel,Carnelian red,10
45810886,16268,1307,CHEVROLET,Camaro,2015,Sedan,Yes,Petrol,3.6,168621 km,6,Automatic,Rear,4-May,Left wheel,Carnelian red,12
45803314,633165.5,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,163374 km,4,Automatic,Front,4-May,Left wheel,Grey,4
45785626,8466,382,HYUNDAI,Sonata hybrid,2014,Sedan,No,Hybrid,2.4,107300 km,4,Tiptronic,Front,4-May,Left wheel,Silver,10
45719589,559627.5,1024,TOYOTA,Camry,2010,Sedan,No,Petrol,2.5,110000 km,4,Tiptronic,Front,4-May,Left wheel,White,10
44135220,1660,-,HONDA,FIT,2002,Hatchback,No,Petrol,1.3,18000 km,4,Variator,Front,4-May,Right-hand drive,Silver,2
45677689,312370.5,-,MERCEDES-BENZ,A 190,2001,Hatchback,Yes,LPG,1.9,200000 km,4,Tiptronic,Front,4-May,Left wheel,Black,4
45761879,585689.5,-,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,112000 km,4,Manual,Front,4-May,Left wheel,Black,6
45451493,1041193.5,639,BMW,320 2.0,2014,Sedan,Yes,Petrol,2.0 Turbo,97970 km,4,Tiptronic,Rear,4-May,Left wheel,Black,12
